"hs_symbol","gene_id","SYMBOL","CpG","rank"
"AKAP10","AMEX60DD054735","Akap10","cg20865948",3384
"ADGRB3","AMEX60DD033553","Adgrb3.1","cg06647310",3386
"ADGRB3","AMEX60DD033552","Adgrb3","cg06647310",3386
"EPHA4","AMEX60DD002422","Epha4.1","cg23948922",3388
"EPHA4","AMEX60DD002138","Epha4","cg23948922",3388
"HHEX","AMEX60DD052633","Hhex","cg13554586",3389
"RIMS2","AMEX60DD040262","Rims2.2","cg09382150",3391
"RIMS2","AMEX60DD040259","Rims2","cg09382150",3391
"RIMS2","AMEX60DD040260","Rims2.1","cg09382150",3391
"ZNF407","AMEX60DD039213","Znf407","cg20240519",3393
"QKI","AMEX60DD034890","Qki","cg19191820",3395
"TBCA","AMEX60DD042319","Tbca","cg09742670",3396
"ZC3H3","AMEX60DD040684","Zc3h3.1","cg07644497",3399
"ZC3H3","AMEX60DD040680","Zc3h3","cg07644497",3399
"FAM172A","AMEX60DD042583","Fam172a.2","cg25840652",3400
"FAM172A","AMEX60DD042581","Fam172a","cg25840652",3400
"FAM172A","AMEX60DD042582","Fam172a.1","cg25840652",3400
"POU4F2","AMEX60DD022852","Pou4f2","cg23813356",3402
"POU4F2","AMEX60DD045005","Pou4f2.1","cg23813356",3402
"YTHDC1","AMEX60DD043986","Ythdc1","cg15946322",3403
"TCF7L2","AMEX60DD053152","Tcf7l2","cg20173540",3404
"KIAA0825","AMEX60DD042587","Kiaa0825","cg21802143",3406
"POU4F2","AMEX60DD022852","Pou4f2","cg13328515",3407
"POU4F2","AMEX60DD045005","Pou4f2.1","cg13328515",3407
"LRPPRC","AMEX60DD035957","Lrpprc","cg08715005",3410
"SPEN","AMEX60DD012593","Spen.19","cg03174925",3413
"SPEN","AMEX60DD012583","Spen.13","cg03174925",3413
"SPEN","AMEX60DD012554","Spen.5","cg03174925",3413
"SPEN","AMEX60DD012589","Spen.17","cg03174925",3413
"SPEN","AMEX60DD012597","Spen.23","cg03174925",3413
"SPEN","AMEX60DD012549","Spen.3","cg03174925",3413
"SPEN","AMEX60DD012533","Spen.2","cg03174925",3413
"SPEN","AMEX60DD012569","Spen.8","cg03174925",3413
"SPEN","AMEX60DD012582","Spen.12","cg03174925",3413
"SPEN","AMEX60DD012594","Spen.20","cg03174925",3413
"SPEN","AMEX60DD012557","Spen.6","cg03174925",3413
"SPEN","AMEX60DD012584","Spen.14","cg03174925",3413
"SPEN","AMEX60DD012596","Spen.22","cg03174925",3413
"SPEN","AMEX60DD012602","Spen.26","cg03174925",3413
"SPEN","AMEX60DD012588","Spen.16","cg03174925",3413
"SPEN","AMEX60DD012570","Spen.9","cg03174925",3413
"SPEN","AMEX60DD012563","Spen.7","cg03174925",3413
"SPEN","AMEX60DD012586","Spen.15","cg03174925",3413
"SPEN","AMEX60DD052341","Spen.31","cg03174925",3413
"SPEN","AMEX60DD012590","Spen.18","cg03174925",3413
"SPEN","AMEX60DD012605","Spen.28","cg03174925",3413
"SPEN","AMEX60DD012595","Spen.21","cg03174925",3413
"SPEN","AMEX60DD012526","Spen","cg03174925",3413
"SPEN","AMEX60DD012528","Spen.1","cg03174925",3413
"SPEN","AMEX60DD012580","Spen.10","cg03174925",3413
"SPEN","AMEX60DD012599","Spen.24","cg03174925",3413
"SPEN","AMEX60DD012604","Spen.27","cg03174925",3413
"SPEN","AMEX60DD012553","Spen.4","cg03174925",3413
"SPEN","AMEX60DD012601","Spen.25","cg03174925",3413
"SPEN","AMEX60DD052340","Spen.30","cg03174925",3413
"SPEN","AMEX60DD012607","Spen.29","cg03174925",3413
"SPEN","AMEX60DD012581","Spen.11","cg03174925",3413
"PAM","AMEX60DD042671","Pam","cg21596317",3414
"RNF20","AMEX60DD007335","Rnf20","cg14953793",3415
"SLIT2","AMEX60DD045793","Slit2.1","cg12078478",3416
"SLIT2","AMEX60DD045792","Slit2","cg12078478",3416
"BNC2","AMEX60DD043399","Bnc2","cg14067749",3417
"DRGX","AMEX60DD052422","Drgx","cg10146715",3421
"TCF7L2","AMEX60DD053152","Tcf7l2","cg08034977",3422
"OTP","AMEX60DD042321","Otp.1","cg20421508",3423
"OTP","AMEX60DD042320","Otp","cg20421508",3423
"PLCB4","AMEX60DD035741","Plcb4","cg24924222",3424
"ZEB2","AMEX60DD029760","Zeb2","cg06407466",3425
"ZEB2","AMEX60DD055909","Zeb2.1","cg06407466",3425
"TRPM3","AMEX60DD003641","Trpm3","cg26195623",3426
"TRPM3","AMEX60DD043161","Trpm3.1","cg26195623",3426
"UNCX","AMEX60DD021249","Uncx","cg14139150",3427
"SHOX2","AMEX60DD001828","Shox2","cg04083403",3428
"EN1","AMEX60DD056025","En1","cg16882430",3429
"EBF3","AMEX60DD046404","Ebf3","cg09758896",3430
"EBF3","AMEX60DD052723","Ebf3.1","cg09758896",3430
"RPS6KC1","AMEX60DD036076","Rps6kc1","cg09328439",3431
"CACNA1C","AMEX60DD006922","Cacna1c","cg13750279",3432
"CACNA1C","AMEX60DD006923","Cacna1c.1","cg13750279",3432
"CACNA1C","AMEX60DD006925","Cacna1c.2","cg13750279",3432
"PTPRD","AMEX60DD043348","Ptprd","cg25623362",3433
"PTPRD","AMEX60DD043348","Ptprd","cg27600712",3434
"ZFHX3","AMEX60DD016992","Zfhx3","cg15136978",3435
"YTHDC1","AMEX60DD043986","Ythdc1","cg02575407",3436
"MAPKAP1","AMEX60DD050518","Mapkap1","cg25605036",3438
"WWOX","AMEX60DD032382","Wwox.1","cg00954002",3439
"WWOX","AMEX60DD032381","Wwox","cg00954002",3439
"ST3GAL4","AMEX60DD053624","St3gal4.1","cg08635620",3440
"ST3GAL4","AMEX60DD053623","St3gal4","cg08635620",3440
"SPEN","AMEX60DD012593","Spen.19","cg20207416",3441
"SPEN","AMEX60DD012583","Spen.13","cg20207416",3441
"SPEN","AMEX60DD012554","Spen.5","cg20207416",3441
"SPEN","AMEX60DD012589","Spen.17","cg20207416",3441
"SPEN","AMEX60DD012597","Spen.23","cg20207416",3441
"SPEN","AMEX60DD012549","Spen.3","cg20207416",3441
"SPEN","AMEX60DD012533","Spen.2","cg20207416",3441
"SPEN","AMEX60DD012569","Spen.8","cg20207416",3441
"SPEN","AMEX60DD012582","Spen.12","cg20207416",3441
"SPEN","AMEX60DD012594","Spen.20","cg20207416",3441
"SPEN","AMEX60DD012557","Spen.6","cg20207416",3441
"SPEN","AMEX60DD012584","Spen.14","cg20207416",3441
"SPEN","AMEX60DD012596","Spen.22","cg20207416",3441
"SPEN","AMEX60DD012602","Spen.26","cg20207416",3441
"SPEN","AMEX60DD012588","Spen.16","cg20207416",3441
"SPEN","AMEX60DD012570","Spen.9","cg20207416",3441
"SPEN","AMEX60DD012563","Spen.7","cg20207416",3441
"SPEN","AMEX60DD012586","Spen.15","cg20207416",3441
"SPEN","AMEX60DD052341","Spen.31","cg20207416",3441
"SPEN","AMEX60DD012590","Spen.18","cg20207416",3441
"SPEN","AMEX60DD012605","Spen.28","cg20207416",3441
"SPEN","AMEX60DD012595","Spen.21","cg20207416",3441
"SPEN","AMEX60DD012526","Spen","cg20207416",3441
"SPEN","AMEX60DD012528","Spen.1","cg20207416",3441
"SPEN","AMEX60DD012580","Spen.10","cg20207416",3441
"SPEN","AMEX60DD012599","Spen.24","cg20207416",3441
"SPEN","AMEX60DD012604","Spen.27","cg20207416",3441
"SPEN","AMEX60DD012553","Spen.4","cg20207416",3441
"SPEN","AMEX60DD012601","Spen.25","cg20207416",3441
"SPEN","AMEX60DD052340","Spen.30","cg20207416",3441
"SPEN","AMEX60DD012607","Spen.29","cg20207416",3441
"SPEN","AMEX60DD012581","Spen.11","cg20207416",3441
"DDX23","AMEX60DD029339","Ddx23","cg08060651",3444
"NOL4","AMEX60DD039647","Nol4.4","cg02518760",3445
"NOL4","AMEX60DD039645","Nol4.3","cg02518760",3445
"NOL4","AMEX60DD004157","Nol4","cg02518760",3445
"NOL4","AMEX60DD007813","Nol4.2","cg02518760",3445
"NOL4","AMEX60DD004433","Nol4.1","cg02518760",3445
"GRM1","AMEX60DD034275","Grm1.1","cg00689383",3446
"GRM1","AMEX60DD034270","Grm1","cg00689383",3446
"LRMDA","AMEX60DD052208","Lrmda.2","cg22461584",3448
"LRMDA","AMEX60DD052207","Lrmda.1","cg22461584",3448
"LRMDA","AMEX60DD052205","Lrmda","cg22461584",3448
"TCF4","AMEX60DD041795","Tcf4","cg27349047",3450
"RBFOX2","AMEX60DD030445","Rbfox2","cg11817012",3451
"BCL11B","AMEX60DD011386","Bcl11b","cg12674712",3453
"CCSER2","AMEX60DD051923","Ccser2","cg05578628",3454
"PAXBP1","AMEX60DD047311","Paxbp1","cg04818654",3455
"POU3F4","AMEX60DD037615","Pou3f4","cg16794543",3457
"POU3F4","AMEX60DD048058","Pou3f4.1","cg16794543",3457
"USH2A","AMEX60DD036103","Ush2a","cg02895393",3458
"BICD1","AMEX60DD023696","Bicd1.1","cg26929690",3459
"BICD1","AMEX60DD006501","Bicd1","cg26929690",3459
"SMARCC2","AMEX60DD029913","Smarcc2","cg22192672",3460
"SMARCC2","AMEX60DD029915","Smarcc2.1","cg22192672",3460
"GAS1","AMEX60DD056393","Gas1.3","cg05280803",3463
"GAS1","AMEX60DD003988","Gas1","cg05280803",3463
"GAS1","AMEX60DD016337","Gas1.1","cg05280803",3463
"GAS1","AMEX60DD043077","Gas1.2","cg05280803",3463
"SPAG9","AMEX60DD030993","Spag9.2","cg10536349",3465
"SPAG9","AMEX60DD030992","Spag9.1","cg10536349",3465
"SPAG9","AMEX60DD016533","Spag9","cg10536349",3465
"SPAG9","AMEX60DD030994","Spag9.3","cg10536349",3465
"HDAC9","AMEX60DD022301","Hdac9","cg08979093",3466
"FIGN","AMEX60DD029644","Fign","cg10901415",3467
"FIGN","AMEX60DD055759","Fign.1","cg10901415",3467
"HIF1AN","AMEX60DD051631","Hif1an","cg18135023",3468
"NKX6-1","AMEX60DD043873","Nkx6-1","cg09919810",3471
"BNC2","AMEX60DD043399","Bnc2","cg22710109",3472
"C1QL3","AMEX60DD022116","C1ql3","cg22662148",3473
"ZNF536","AMEX60DD016701","Znf536.2","cg21089733",3474
"ZNF536","AMEX60DD016699","Znf536.1","cg21089733",3474
"ZNF536","AMEX60DD008513","Znf536","cg21089733",3474
"TLE1","AMEX60DD043286","Tle1.2","cg13645963",3476
"TLE1","AMEX60DD043278","Tle1.1","cg13645963",3476
"TLE1","AMEX60DD013779","Tle1","cg13645963",3476
"CACNA1C","AMEX60DD006922","Cacna1c","cg02794451",3478
"CACNA1C","AMEX60DD006923","Cacna1c.1","cg02794451",3478
"CACNA1C","AMEX60DD006925","Cacna1c.2","cg02794451",3478
"SOX5","AMEX60DD006750","Sox5","cg00801362",3479
"ZEB2","AMEX60DD029760","Zeb2","cg19100188",3480
"ZEB2","AMEX60DD055909","Zeb2.1","cg19100188",3480
"IMMP1L","AMEX60DD004910","Immp1l","cg11642696",3481
"WNK1","AMEX60DD006907","Wnk1","cg26259809",3485
"WNK1","AMEX60DD023686","Wnk1.1","cg26259809",3485
"FOXA2","AMEX60DD035450","Foxa2.2","cg24690575",3486
"FOXA2","AMEX60DD025124","Foxa2.1","cg24690575",3486
"FOXA2","AMEX60DD024834","Foxa2","cg24690575",3486
"MRPS28","AMEX60DD039975","Mrps28","cg20709213",3487
"KCNMA1","AMEX60DD052212","Kcnma1","cg27404998",3488
"CAMTA1","AMEX60DD051563","Camta1.1","cg02387898",3489
"CAMTA1","AMEX60DD051565","Camta1.2","cg02387898",3489
"CAMTA1","AMEX60DD012626","Camta1","cg02387898",3489
"CELF4","AMEX60DD003871","Celf4","cg11141605",3490
"CELF4","AMEX60DD041624","Celf4.1","cg11141605",3490
"CELF4","AMEX60DD041626","Celf4.2","cg11141605",3490
"CAMTA1","AMEX60DD051563","Camta1.1","cg25441468",3491
"CAMTA1","AMEX60DD051565","Camta1.2","cg25441468",3491
"CAMTA1","AMEX60DD012626","Camta1","cg25441468",3491
"CNOT2","AMEX60DD006520","Cnot2","cg24431755",3492
"USP9X","AMEX60DD047637","Usp9x.2","cg18098851",3493
"USP9X","AMEX60DD047635","Usp9x","cg18098851",3493
"USP9X","AMEX60DD047636","Usp9x.1","cg18098851",3493
"ZFHX4","AMEX60DD039942","Zfhx4","cg25586275",3495
"NR2F1","AMEX60DD042580","Nr2f1.1","cg01987439",3496
"NR2F1","AMEX60DD015153","Nr2f1","cg01987439",3496
"MSX2","AMEX60DD028758","Msx2","cg00251636",3498
"CNBP","AMEX60DD024023","Cnbp.1","cg09521804",3499
"CNBP","AMEX60DD011275","Cnbp","cg09521804",3499
"NLGN1","AMEX60DD001582","Nlgn1","cg24420776",3500
"ASH1L","AMEX60DD014824","Ash1l","cg16932889",3501
"PTCH1","AMEX60DD043057","Ptch1","cg25895486",3502
"OBI1","AMEX60DD048798","Obi1","cg12358638",3503
"ZNF827","AMEX60DD044992","Znf827","cg09428649",3504
"ZC3H3","AMEX60DD040684","Zc3h3.1","cg12815291",3506
"ZC3H3","AMEX60DD040680","Zc3h3","cg12815291",3506
"DMBX1","AMEX60DD019768","Dmbx1","cg08280082",3507
"SETBP1","AMEX60DD041668","Setbp1","cg21502132",3508
"HIF1AN","AMEX60DD051631","Hif1an","cg13748038",3509
"ZFPM2","AMEX60DD040273","Zfpm2","cg08888677",3510
"ZFPM2","AMEX60DD040274","Zfpm2.1","cg08888677",3510
"ZNF407","AMEX60DD039213","Znf407","cg18992163",3512
"UNCX","AMEX60DD021249","Uncx","cg27583524",3513
"SIX1","AMEX60DD024753","Six1.1","cg18948962",3514
"SIX1","AMEX60DD011856","Six1","cg18948962",3514
"INSC","AMEX60DD004730","Insc","cg18215935",3515
"SP8","AMEX60DD055700","Sp8","cg01663261",3516
"SP8","AMEX60DD055701","Sp8.1","cg01663261",3516
"HIF1AN","AMEX60DD051631","Hif1an","cg21006133",3517
"CACNA1D","AMEX60DD025474","Cacna1d.3","cg16898005",3519
"CACNA1D","AMEX60DD023703","Cacna1d","cg16898005",3519
"CACNA1D","AMEX60DD023704","Cacna1d.1","cg16898005",3519
"CACNA1D","AMEX60DD025468","Cacna1d.2","cg16898005",3519
"PTPN4","AMEX60DD056137","Ptpn4","cg12975385",3520
"CACNA1E","AMEX60DD018649","Cacna1e.3","cg08031330",3521
"CACNA1E","AMEX60DD018650","Cacna1e.4","cg08031330",3521
"CACNA1E","AMEX60DD018643","Cacna1e","cg08031330",3521
"CACNA1E","AMEX60DD018646","Cacna1e.1","cg08031330",3521
"CACNA1E","AMEX60DD018647","Cacna1e.2","cg08031330",3521
"KLHL14","AMEX60DD039632","Klhl14","cg21501358",3525
"FBXO33","AMEX60DD011574","Fbxo33","cg18770859",3526
"TBCA","AMEX60DD042319","Tbca","cg11160393",3529
"WNK1","AMEX60DD006907","Wnk1","cg12869689",3530
"WNK1","AMEX60DD023686","Wnk1.1","cg12869689",3530
"TLX1","AMEX60DD052917","Tlx1","cg00741609",3531
"TENM2","AMEX60DD030344","Tenm2","cg06871806",3532
"ZBTB20","AMEX60DD046990","Zbtb20","cg02644696",3533
"VTI1A","AMEX60DD053147","Vti1a.1","cg09643550",3534
"VTI1A","AMEX60DD053146","Vti1a","cg09643550",3534
"MAB21L2","AMEX60DD045037","Mab21l2","cg09317554",3535
"FGF14","AMEX60DD048160","Fgf14.1","cg16528216",3536
"FGF14","AMEX60DD048159","Fgf14","cg16528216",3536
"FGF14","AMEX60DD048162","Fgf14.2","cg16528216",3536
"PAX6","AMEX60DD004905","Pax6","cg05399218",3537
"PAX6","AMEX60DD007993","Pax6.1","cg05399218",3537
"LEF1","AMEX60DD044502","Lef1","cg17633606",3538
"MAST2","AMEX60DD019823","Mast2","cg26980159",3539
"WWOX","AMEX60DD032382","Wwox.1","cg02076583",3540
"WWOX","AMEX60DD032381","Wwox","cg02076583",3540
"BCL11B","AMEX60DD011386","Bcl11b","cg17961335",3541
"EIF4G2","AMEX60DD045603","Eif4g2.1","cg18351805",3542
"EIF4G2","AMEX60DD004812","Eif4g2","cg18351805",3542
"GRIA2","AMEX60DD045153","Gria2.1","cg07890174",3543
"GRIA2","AMEX60DD045146","Gria2","cg07890174",3543
"UNC80","AMEX60DD055372","Unc80.1","cg11632659",3544
"UNC80","AMEX60DD055373","Unc80.2","cg11632659",3544
"UNC80","AMEX60DD055371","Unc80","cg11632659",3544
"UNC80","AMEX60DD055374","Unc80.3","cg11632659",3544
"PDIK1L","AMEX60DD005706","Pdik1l.1","cg25151942",3545
"PDIK1L","AMEX60DD005705","Pdik1l","cg25151942",3545
"HOXC4","AMEX60DD029500","Hoxc4.1","cg07300474",3546
"HOXC4","AMEX60DD029499","Hoxc4","cg07300474",3546
"GRIA1","AMEX60DD030078","Gria1","cg23623436",3547
"EBF3","AMEX60DD046404","Ebf3","cg06311779",3548
"EBF3","AMEX60DD052723","Ebf3.1","cg06311779",3548
"SIM1","AMEX60DD034017","Sim1","cg22123640",3549
"MEIS2","AMEX60DD012146","Meis2","cg09890636",3550
"TBCA","AMEX60DD042319","Tbca","cg23114440",3551
"HECTD4","AMEX60DD000706","Hectd4.2","cg08706469",3552
"HECTD4","AMEX60DD000704","Hectd4","cg08706469",3552
"HECTD4","AMEX60DD000705","Hectd4.1","cg08706469",3552
"ZNF423","AMEX60DD016569","Znf423","cg19718644",3553
"MAGI1","AMEX60DD025486","Magi1.3","cg20927687",3554
"MAGI1","AMEX60DD023768","Magi1.1","cg20927687",3554
"MAGI1","AMEX60DD023770","Magi1.2","cg20927687",3554
"MAGI1","AMEX60DD023767","Magi1","cg20927687",3554
"PTBP2","AMEX60DD018769","Ptbp2","cg25071551",3555
"POU3F2","AMEX60DD033861","Pou3f2","cg12934046",3556
"COL1A1","AMEX60DD009937","Col1a1","cg14794633",3558
"FAR1","AMEX60DD004845","Far1","cg25354714",3559
"FAR1","AMEX60DD006840","Far1.1","cg25354714",3559
"SHPK","AMEX60DD054747","Shpk","cg03215948",3560
"ANK3","AMEX60DD052479","Ank3","cg18025543",3561
"ANK3","AMEX60DD052480","Ank3.1","cg18025543",3561
"EVI5","AMEX60DD019149","Evi5","cg23093883",3562
"ZBTB16","AMEX60DD053674","Zbtb16","cg14944600",3563
"KCNC2","AMEX60DD007812","Kcnc2","cg08885809",3565
"KCNC2","AMEX60DD007815","Kcnc2.1","cg08885809",3565
"CCDC88A","AMEX60DD035682","Ccdc88a.1","cg10924533",3567
"CCDC88A","AMEX60DD025337","Ccdc88a","cg10924533",3567
"BCL11B","AMEX60DD011386","Bcl11b","cg06910273",3569
"MTMR3","AMEX60DD000963","Mtmr3","cg04288071",3570
"TSHZ2","AMEX60DD027389","Tshz2","cg19834200",3571
"CACNA1C","AMEX60DD006922","Cacna1c","cg15166827",3572
"CACNA1C","AMEX60DD006923","Cacna1c.1","cg15166827",3572
"CACNA1C","AMEX60DD006925","Cacna1c.2","cg15166827",3572
"MBNL1","AMEX60DD001895","Mbnl1","cg24333845",3573
"LASP1","AMEX60DD010264","Lasp1","cg15874422",3574
"EBF3","AMEX60DD046404","Ebf3","cg21176478",3575
"EBF3","AMEX60DD052723","Ebf3.1","cg21176478",3575
"PTCH1","AMEX60DD043057","Ptch1","cg25326950",3576
"MZT1","AMEX60DD048849","Mzt1","cg04297442",3577
"TNRC6A","AMEX60DD020902","Tnrc6a","cg14099956",3578
"FGF13","AMEX60DD037407","Fgf13","cg11519900",3579
"RRP15","AMEX60DD036122","Rrp15","cg26891414",3580
"BAZ2B","AMEX60DD055801","Baz2b","cg04004007",3583
"OTX1","AMEX60DD035643","Otx1","cg04028233",3584
"DCUN1D4","AMEX60DD045571","Dcun1d4","cg22284452",3586
"R3HDM2","AMEX60DD029752","R3hdm2","cg27582354",3588
"LRMDA","AMEX60DD052208","Lrmda.2","cg06798772",3589
"LRMDA","AMEX60DD052207","Lrmda.1","cg06798772",3589
"LRMDA","AMEX60DD052205","Lrmda","cg06798772",3589
"PRPF39","AMEX60DD011985","Prpf39","cg24111804",3590
"PRPF39","AMEX60DD025170","Prpf39.1","cg24111804",3590
"SOX5","AMEX60DD006750","Sox5","cg17438107",3591
"MCTP1","AMEX60DD042590","Mctp1.1","cg03833239",3592
"MCTP1","AMEX60DD042591","Mctp1.2","cg03833239",3592
"MCTP1","AMEX60DD042588","Mctp1","cg03833239",3592
"CTNND2","AMEX60DD038790","Ctnnd2","cg06482098",3593
"KCNMA1","AMEX60DD052212","Kcnma1","cg14576603",3594
"RARA","AMEX60DD010149","Rara","cg25977281",3595
"MBNL2","AMEX60DD048632","Mbnl2","cg10400255",3597
"SLF1","AMEX60DD042593","Slf1.1","cg11324043",3598
"SLF1","AMEX60DD042594","Slf1.2","cg11324043",3598
"SLF1","AMEX60DD042592","Slf1","cg11324043",3598
"DACH1","AMEX60DD048850","Dach1","cg05904262",3599
"NFIB","AMEX60DD019415","Nfib","cg16421820",3600
"NFIB","AMEX60DD043470","Nfib.1","cg16421820",3600
"MAP4K4","AMEX60DD037294","Map4k4","cg08656690",3601
"MAP4K4","AMEX60DD047861","Map4k4.2","cg08656690",3601
"MAP4K4","AMEX60DD047860","Map4k4.1","cg08656690",3601
"MAP4K4","AMEX60DD047862","Map4k4.3","cg08656690",3601
"TENM2","AMEX60DD030344","Tenm2","cg25196836",3603
"KMT2A","AMEX60DD053887","Kmt2a","cg21861112",3605
"DMAC1","AMEX60DD025363","Dmac1","cg20785522",3606
"MED13","AMEX60DD054643","Med13","cg27313161",3607
"FOXP4","AMEX60DD009181","Foxp4","cg26255722",3608
"PKNOX2","AMEX60DD054026","Pknox2","cg01645746",3609
"RANBP17","AMEX60DD030418","Ranbp17.1","cg08915481",3610
"RANBP17","AMEX60DD030416","Ranbp17","cg08915481",3610
"RANBP17","AMEX60DD030420","Ranbp17.2","cg08915481",3610
"PEX2","AMEX60DD039945","Pex2","cg25898064",3612
"MECOM","AMEX60DD001756","Mecom","cg17050836",3613
"CARNMT1","AMEX60DD043207","Carnmt1","cg02936468",3614
"BTRC","AMEX60DD052902","Btrc","cg26962970",3615
"BTRC","AMEX60DD052906","Btrc.1","cg26962970",3615
"CDK14","AMEX60DD022202","Cdk14","cg16932503",3617
"MEIS2","AMEX60DD012146","Meis2","cg06620199",3618
"MSL2","AMEX60DD002403","Msl2","cg09061197",3619
"ZEB2","AMEX60DD029760","Zeb2","cg11643979",3620
"ZEB2","AMEX60DD055909","Zeb2.1","cg11643979",3620
"TNPO1","AMEX60DD042436","Tnpo1","cg08819006",3621
"TNPO1","AMEX60DD042439","Tnpo1.1","cg08819006",3621
"NBEA","AMEX60DD049196","Nbea","cg05605723",3622
"NBEA","AMEX60DD049214","Nbea.2","cg05605723",3622
"NBEA","AMEX60DD049211","Nbea.1","cg05605723",3622
"SLC7A2","AMEX60DD045461","Slc7a2","cg11506040",3624
"CACNA1A","AMEX60DD032070","Cacna1a.1","cg07450073",3625
"CACNA1A","AMEX60DD032067","Cacna1a","cg07450073",3625
"CACNA1A","AMEX60DD032071","Cacna1a.2","cg07450073",3625
"PSMB7","AMEX60DD010473","Psmb7","cg15177520",3627
"PSMB7","AMEX60DD024735","Psmb7.1","cg15177520",3627
"PSMB7","AMEX60DD050552","Psmb7.2","cg15177520",3627
"ERN1","AMEX60DD031086","Ern1","cg22087514",3634
"SPTAN1","AMEX60DD050290","Sptan1","cg19401220",3635
"THRA","AMEX60DD010338","Thra","cg25849440",3636
"TNIK","AMEX60DD001569","Tnik","cg19732321",3637
"OTP","AMEX60DD042321","Otp.1","cg13771609",3638
"OTP","AMEX60DD042320","Otp","cg13771609",3638
"ABLIM3","AMEX60DD027725","Ablim3","cg23141317",3639
"ABLIM3","AMEX60DD027727","Ablim3.1","cg23141317",3639
"CSTF3","AMEX60DD004880","Cstf3","cg09410305",3640
"ACTN1","AMEX60DD012100","Actn1","cg18126093",3641
"URI1","AMEX60DD016694","Uri1.1","cg26340215",3642
"URI1","AMEX60DD016693","Uri1","cg26340215",3642
"GNB2","AMEX60DD012809","Gnb2","cg04516501",3643
"MPPED2","AMEX60DD004918","Mpped2","cg02593513",3644
"PEX14","AMEX60DD051154","Pex14","cg15215714",3645
"PSMD14","AMEX60DD055782","Psmd14","cg11987336",3646
"WDR33","AMEX60DD002714","Wdr33","cg06227366",3647
"FRY","AMEX60DD049242","Fry.1","cg14747475",3649
"FRY","AMEX60DD049241","Fry","cg14747475",3649
"FRY","AMEX60DD049245","Fry.2","cg14747475",3649
"TRA2B","AMEX60DD055289","Tra2b","cg07934336",3650
"RASEF","AMEX60DD043263","Rasef.1","cg00301020",3651
"RASEF","AMEX60DD003358","Rasef","cg00301020",3651
"LRP4","AMEX60DD005288","Lrp4","cg20325673",3652
"PAXBP1","AMEX60DD047311","Paxbp1","cg05629639",3654
"BTRC","AMEX60DD052902","Btrc","cg20167583",3655
"BTRC","AMEX60DD052906","Btrc.1","cg20167583",3655
"SHOX2","AMEX60DD001828","Shox2","cg04794444",3656
"TLE1","AMEX60DD043286","Tle1.2","cg11720786",3657
"TLE1","AMEX60DD043278","Tle1.1","cg11720786",3657
"TLE1","AMEX60DD013779","Tle1","cg11720786",3657
"SLC8A1","AMEX60DD034456","Slc8a1.1","cg24396429.1",3658
"SLC8A1","AMEX60DD025093","Slc8a1","cg24396429.1",3658
"RCOR3","AMEX60DD036042","Rcor3","cg26957997",3659
"ELP4","AMEX60DD004908","Elp4","cg04041064",3660
"ELP4","AMEX60DD037838","Elp4.1","cg04041064",3660
"GRIA2","AMEX60DD045153","Gria2.1","cg12436917",3665
"GRIA2","AMEX60DD045146","Gria2","cg12436917",3665
"ACACA","AMEX60DD054117","Acaca.1","cg01359274",3666
"ACACA","AMEX60DD054118","Acaca.2","cg01359274",3666
"ACACA","AMEX60DD054114","Acaca","cg01359274",3666
"HOXD10","HoxD10","Hoxd10","cg18039229",3667
"ADCY5","AMEX60DD056091","Adcy5","cg04499301",3668
"ADCY5","AMEX60DD056092","Adcy5.1","cg04499301",3668
"RUNX1T1","AMEX60DD040096","Runx1t1","cg20596346",3669
"ZEB2","AMEX60DD029760","Zeb2","cg12279940",3670
"ZEB2","AMEX60DD055909","Zeb2.1","cg12279940",3670
"PAX2","AMEX60DD051628","Pax2","cg05455896",3671
"ZNF536","AMEX60DD016701","Znf536.2","cg13779998",3673
"ZNF536","AMEX60DD016699","Znf536.1","cg13779998",3673
"ZNF536","AMEX60DD008513","Znf536","cg13779998",3673
"MN1","AMEX60DD000888","Mn1","cg06683527",3674
"HUWE1","AMEX60DD025509","Huwe1.1","cg06735354",3675
"HUWE1","AMEX60DD025508","Huwe1","cg06735354",3675
"SMG7","AMEX60DD018594","Smg7","cg13492133",3676
"EVX2","AMEX60DD010172","Evx2","cg09227056",3677
"EVX2","AMEX60DD055613","Evx2.1","cg09227056",3677
"PBX1","AMEX60DD031588","Pbx1.1","cg13467309",3678
"PBX1","AMEX60DD018398","Pbx1","cg13467309",3678
